appid,derived_st,conf_file
TA_sar_daily_report,sarsample,inputs.conf
SplunkAdmins,scheduler,savedsearches.conf
ms_windows_ad_objects,scheduler,savedsearches.conf
demisto,scheduler,savedsearches.conf
config_analytics,scheduler,savedsearches.conf
splunk_health_overview,scheduler,savedsearches.conf
sanitycheck,scheduler`,macros.conf
Splunk_TA_windows,Script:*,eventtypes.conf
Splunk_TA_windows,Script:InstalledApps,inputs.conf
Splunk_TA_windows,Script:ListeningPorts,inputs.conf
Splunk_TA_windows,Script:TimesyncConfiguration,inputs.conf
Splunk_TA_windows,Script:TimesyncStatus,inputs.conf
sami,scriptAE,savedsearches.conf
sami,scriptAV,savedsearches.conf
search_log_processing,searchlog:processed,inputs.conf
spl_examples,secure,savedsearches.conf
security_getting_started,secure_file_svc,inputs.conf
tenablesc,security_center_vulndetails,inputs.conf
F5AccessApp,securityCategories,inputs.conf
SplunkforF5Access,securityCategories,inputs.conf
F5AccessApp,securityCategories|,savedsearches.conf
SplunkforF5Access,securityCategories|,savedsearches.conf
TA-SecurityMatters-SilentDefense,securitymatters:silentdefense:alert:syslog,transforms.conf
TA-SecurityMatters-SilentDefense,securitymatters:silentdefense:asset:syslog,transforms.conf
TA-SecurityMatters-SilentDefense,securitymatters:silentdefense:eventlog:syslog,transforms.conf
TA-SecurityMatters-SilentDefense,securitymatters:silentdefense:flow:syslog,transforms.conf
TA-SecurityMatters-SilentDefense,securitymatters:silentdefense:health:syslog,transforms.conf
TA-SecurityMatters-SilentDefense,securitymatters:silentdefense:link:syslog,transforms.conf
TA-SecurityMatters-SilentDefense,securitymatters:silentdefense:syslog,inputs.conf
TA-SecurityMatters-SilentDefense,securitymatters:silentdefense:useractivity:syslog,transforms.conf
ocean,sendmail,savedsearches.conf
desert,sendmail,savedsearches.conf
sanitycheck,sendmail_syslog`,macros.conf
SplunkforSymantec,sep,eventtypes.conf
SplunkforSymantec,sep:admin,eventtypes.conf
SplunkforSymantec,sep:agt_system,eventtypes.conf
SplunkforSymantec,sep:behavior,eventtypes.conf
SplunkforSymantec,sep:ids,eventtypes.conf
SplunkforSymantec,sep:policy,eventtypes.conf
SplunkforSymantec,sep:risk,eventtypes.conf
SplunkforSymantec,sep:scan,eventtypes.conf
SplunkforSymantec,sep:traffic,eventtypes.conf
SplunkforSymantec,sep*,eventtypes.conf
SplunkforSymantec,sep11:admin,transforms.conf
SplunkforSymantec,sep11:agent,transforms.conf
SplunkforSymantec,sep11:agt_system,transforms.conf
SplunkforSymantec,sep11:antivirus,transforms.conf
SplunkforSymantec,sep11:behavior,transforms.conf
SplunkforSymantec,sep11:ids,transforms.conf
SplunkforSymantec,sep11:packet,props.conf
SplunkforSymantec,sep11:policy,transforms.conf
SplunkforSymantec,sep11:proactive,transforms.conf
SplunkforSymantec,sep11:risk,transforms.conf
SplunkforSymantec,sep11:scan,transforms.conf
SplunkforSymantec,sep11:scm_system,transforms.conf
SplunkforSymantec,sep11:traffic,transforms.conf
SplunkforSymantec,sep12:admin,transforms.conf
SplunkforSymantec,sep12:agent,transforms.conf
SplunkforSymantec,sep12:agt_system,transforms.conf
SplunkforSymantec,sep12:antivirus,transforms.conf
SplunkforSymantec,sep12:behavior,transforms.conf
SplunkforSymantec,sep12:ids,transforms.conf
SplunkforSymantec,sep12:packet,props.conf
SplunkforSymantec,sep12:policy,transforms.conf
SplunkforSymantec,sep12:proactive,transforms.conf
SplunkforSymantec,sep12:risk,transforms.conf
SplunkforSymantec,sep12:scan,transforms.conf
SplunkforSymantec,sep12:scm_system,transforms.conf
SplunkforSymantec,sep12:traffic,transforms.conf
datiphy,session,props.conf
extreme_networks_basic,set_access_list,props.conf
extreme_networks_basic,set_access_list_config,props.conf
extreme_networks_basic,set_access_list_counter_,props.conf
extreme_networks_basic,set_access_list_dynamic,props.conf
cylance_protect,set_auditlog_sourcetype,props.conf
extreme_networks_basic,set_bgp_neighbor,props.conf
extreme_networks_basic,set_bgp_peer,props.conf
extreme_networks_basic,set_bgp_routes,props.conf
extreme_networks_basic,set_bgpset_session,props.conf
sec-one_dns,set_bind_named_type,props.conf
extreme_networks_basic,set_bootprelay,props.conf
extreme_networks_basic,set_config,props.conf
extreme_networks_basic,set_debug,props.conf
extreme_networks_basic,set_debug1,props.conf
extreme_networks_basic,set_dhcp_client,props.conf
extreme_networks_basic,set_diagnostics,props.conf
extreme_networks_basic,set_dot1p,props.conf
extreme_networks_basic,set_eaps,props.conf
extreme_networks_basic,set_fans,props.conf
extreme_networks_basic,set_fdb,props.conf
extreme_networks_basic,set_files,props.conf
TA_pps,set_filter,props.conf
extreme_networks_basic,set_igmp,props.conf
extreme_networks_basic,set_iparp,props.conf
extreme_networks_basic,set_iproute,props.conf
extreme_networks_basic,set_iproute_sum,props.conf
extreme_networks_basic,set_ipstats,props.conf
extreme_networks_basic,set_isis_neighbor,props.conf
extreme_networks_basic,set_log,props.conf
extreme_networks_basic,set_management,props.conf
extreme_networks_basic,set_memory,props.conf
extreme_networks_basic,set_mrp_ports,props.conf
TA_pps,set_mta,props.conf
extreme_networks_basic,set_mvrp,props.conf
extreme_networks_basic,set_mvrp_ports_counters_event,props.conf
extreme_networks_basic,set_odometers,props.conf
extreme_networks_basic,set_policy,props.conf
extreme_networks_basic,set_port_rxerror,props.conf
extreme_networks_basic,set_port_txerror,props.conf
extreme_networks_basic,set_portsharing,props.conf
extreme_networks_basic,set_powerbudget,props.conf
extreme_networks_basic,set_powercontroller,props.conf
extreme_networks_basic,set_powerdetail,props.conf
extreme_networks_basic,set_process,props.conf
extreme_networks_basic,set_qosprofile,props.conf
extreme_networks_basic,set_radius,props.conf
extreme_networks_basic,set_slot,props.conf
TA-avi-vantage,set_sourcetype_avi-clientlogs,props.conf
TA-avi-vantage,set_sourcetype_avi-events,props.conf
pvs,set_sourcetype_nnm,props.conf
pvs,set_sourcetype_pvs,props.conf
extreme_networks_basic,set_stpd,props.conf
extreme_networks_basic,set_stpd_s0,props.conf
extreme_networks_basic,set_switch,props.conf
Splunk_TA_esxilogs,set_syslog_sourcetype,props.conf
Splunk_TA_esxilogs,set_syslog_sourcetype_4x,props.conf
Splunk_TA_esxilogs,set_syslog_sourcetype_sections,props.conf
extreme_networks_basic,set_tacacs,props.conf
extreme_networks_basic,set_temp,props.conf
Splunk_TA_vcenter,set_vclog_sourcetype,props.conf
extreme_networks_basic,set_version,props.conf
extreme_networks_basic,set_version_detail,props.conf
extreme_networks_basic,set_version_images,props.conf
extreme_networks_basic,set_version_process,props.conf
extreme_networks_basic,set_vlan,props.conf
extreme_networks_basic,set_vrrp,props.conf
splunk_6_2_overview,sf_food_businesses,inputs.conf
splunk_6_2_overview,sf_food_inspections,inputs.conf
splunk_6_2_overview,sf_food_violations,inputs.conf
TA-SFDC,sfdc_account,inputs.conf
TA-SFDC,sfdc_case,inputs.conf
TA-SFDC,sfdc_contact,inputs.conf
TA-SFDC,sfdc_lead,inputs.conf
TA-SFDC,sfdc_opportunity,inputs.conf
TA-SFDC,sfdc_user,inputs.conf
splunk-app-sfdc,sfdc:account,savedsearches.conf
splunk-app-sfdc,sfdc:dashboard,savedsearches.conf
splunk-app-sfdc,sfdc:logfile,eventtypes.conf
splunk-app-sfdc,sfdc:loginhistory,eventtypes.conf
splunk-app-sfdc,sfdc:opportunity,savedsearches.conf
splunk-app-sfdc,sfdc:user,eventtypes.conf
securityonion_addon,sguild,inputs.conf
securityonion,sguild,inputs.conf
shakespeare,shakespeare,inputs.conf
SOCPrimeSYSMONIntegrationFrameworkBasic,sif,savedsearches.conf
sigsci_TA_for_splunk,sigsci-events,inputs.conf
sigsci_TA_for_splunk,sigsci-request,inputs.conf
TA-SiLK,silk,inputs.conf
sitescope,sitescope_access,inputs.conf
sitescope,sitescope_alert,inputs.conf
sitescope,sitescope_audit,inputs.conf
sitescope,sitescope_daily_log,inputs.conf
sitescope,sitescope_daily2_log,inputs.conf
sitescope,sitescope_error,eventtypes.conf
sitescope,sitescope_runmonitor,inputs.conf
sitescope,sitescope_server_stats,eventtypes.conf
homemonitor,skyhub,transforms.conf
pinger,sla_heartbeat,eventtypes.conf
extreme_networks_basic,slot,transforms.conf
CASiteMinder,smaccess,inputs.conf
smartmon,smartmon,inputs.conf
CASiteMinder,smps,inputs.conf
security_getting_started,Snare:1,transforms.conf
deviceinformation,snmp_conf_file,inputs.conf
RSASecurID,snmpget,inputs.conf
RSASecurID,snmptrap,inputs.conf
securityonion_addon,snort_stats,inputs.conf
securityonion,snort_stats,inputs.conf
Splunk_TA_snow,snow:change_request,eventtypes.conf
Splunk_TA_snow,snow:change_task,eventtypes.conf
Splunk_TA_snow,snow:cmdb_ci_app_server,eventtypes.conf
Splunk_TA_snow,snow:cmdb_ci_db_instance,eventtypes.conf
Splunk_TA_snow,snow:cmdb_ci_infra_service,eventtypes.conf
Splunk_TA_snow,snow:cmdb_ci_list,eventtypes.conf
Splunk_TA_snow,snow:cmdb_ci_server,eventtypes.conf
Splunk_TA_snow,snow:cmdb_ci_service,eventtypes.conf
Splunk_TA_snow,snow:cmdb_ci_vm,eventtypes.conf
Splunk_TA_snow,snow:cmdb_rel_ci,eventtypes.conf
Splunk_TA_snow,snow:cmn_location_list,eventtypes.conf
Splunk_TA_snow,snow:em_event,eventtypes.conf
Splunk_TA_snow,snow:incident,eventtypes.conf
Splunk_TA_snow,snow:problem,eventtypes.conf
Splunk_TA_snow,snow:sys_choice_list,eventtypes.conf
Splunk_TA_snow,snow:sys_user_group_list,eventtypes.conf
Splunk_TA_snow,snow:sys_user_list,eventtypes.conf
Splunk_TA_nix,Solaris:*,eventtypes.conf
Splunk_TA_nix,Solaris:Memory,props.conf
Splunk_TA_nix,Solaris:Service,props.conf
Splunk_TA_nix,Solaris:Version,props.conf
Splunk_TA_SolarWinds,solarwinds:alerts,inputs.conf
Splunk_TA_SolarWinds,solarwinds:generic,inputs.conf
Splunk_TA_SolarWinds,solarwinds:nodes,inputs.conf
homemonitor,sophos,transforms.conf
TA-sophos_rsyslog_receiver,sophos_fw_sourcetype,props.conf
TA-sophos_rsyslog_receiver,sophos_http_sourcetype,props.conf
TA-sophos_rsyslog_receiver,sophos_ips_sourcetype,props.conf
TA-Sophos-UTM,sophos_utm_fw_sourcetype,props.conf
TA-Sophos-UTM,sophos_utm_http_sourcetype,props.conf
TA-Sophos-UTM,sophos_utm_ips_sourcetype,props.conf
TA-sophos_rsyslog_receiver,sophos:sfos:auth,transforms.conf
TA-sophos_rsyslog_receiver,sophos:sfos:av,transforms.conf
TA-sophos_rsyslog_receiver,sophos:sfos:fw,transforms.conf
TA-sophos_rsyslog_receiver,sophos:sfos:health,transforms.conf
TA-sophos_rsyslog_receiver,sophos:sfos:httpproxy,transforms.conf
TA-sophos_rsyslog_receiver,sophos:sfos:ips,transforms.conf
TA-sophos_rsyslog_receiver,sophos:sfos:wifi,transforms.conf
TA-Sophos-UTM,sophos:utm:fw,transforms.conf
TA-sophos_rsyslog_receiver,sophos:utm:fw,transforms.conf
TA-Sophos-UTM,sophos:utm:httpproxy,transforms.conf
TA-sophos_rsyslog_receiver,sophos:utm:httpproxy,transforms.conf
TA-Sophos-UTM,sophos:utm:ids,eventtypes.conf
TA-Sophos-UTM,sophos:utm:ips,transforms.conf
TA-sophos_rsyslog_receiver,sophos:utm:ips,transforms.conf
SophosAppForSplunk,sophos*,savedsearches.conf
SophosAddOnForSplunk,sophosaddonforsplunk:log,props.conf
SA-VMNetAppUtils,sorttimecols,props.conf
SA-Utils,sorttimecols,props.conf
securityonion_addon,sostat_disk,inputs.conf
securityonion,sostat_disk,inputs.conf
securityonion_addon,sostat_ifconfig,inputs.conf
securityonion,sostat_ifconfig,inputs.conf
securityonion_addon,sostat_nsm_log_archive,inputs.conf
securityonion,sostat_nsm_log_archive,inputs.conf
securityonion_addon,sostat_nsm_sensor_ps-status,inputs.conf
securityonion,sostat_nsm_sensor_ps-status,inputs.conf
securityonion_addon,sostat_nsm_server_ps-status,inputs.conf
securityonion,sostat_nsm_server_ps-status,inputs.conf
securityonion_addon,sostat_nsm_sguil_uncategorized,inputs.conf
securityonion,sostat_nsm_sguil_uncategorized,inputs.conf
securityonion_addon,sostat_nsm_status_bro,inputs.conf
securityonion,sostat_nsm_status_bro,inputs.conf
securityonion_addon,sostat_top,inputs.conf
securityonion,sostat_top,inputs.conf
TA-symantec_email,sourcetype_antimalware,props.conf
TA-symantec_email,sourcetype_antispam,props.conf
TA-symantec_email,sourcetype_dataprotection,props.conf
TA-netfilter,sourcetype_edgeos,props.conf
network_tools,sourcetype_for_output_stash,props.conf
website_input,sourcetype_for_web_input_stash,props.conf
TA-symantec_email,sourcetype_imagecontrol,props.conf
TA-symantec_email,sourcetype_impersonationcontrol,props.conf
TA-symantec_email,sourcetype_servicesummary,props.conf
oracleaudit,sourcetype_to_oracle_syslog,props.conf
TA-netfilter,sourcetype_ufw,props.conf
TA-netfilter,sourcetype_unknown,props.conf
splunk_spark_app,spark_room_log,inputs.conf
speedtest,speedtest,inputs.conf
network_tools,speedtest_modular_input,props.conf
network_tools,speedtest_search_command,props.conf
spling_bee,spl_bee,inputs.conf
search_activity,splunk_audit,macros.conf
splunk_monitoring,splunk_port_monitor,inputs.conf
workato_addon_for_splunk,splunk_python,savedsearches.conf
SplunkAdmins,splunk_resource_usage,savedsearches.conf
TA-search_splunk,splunk_search,eventtypes.conf
DA-ESS-ContentUpdate,splunk_web_access,savedsearches.conf
search_activity,splunk_web_access,macros.conf
irflow-splunk-app,splunk_web_access,savedsearches.conf
Splunk_TA_k8s,splunk-fluentd-*,savedsearches.conf
SplunkAdmins,splunk:search:info,props.conf
SplunkAdmins,splunk:searchlog,props.conf
splunk_ta_o365,splunk:ta:o365:log,props.conf
analysis_of_splunkbase_apps,splunkapps,inputs.conf
Splunk_SA_CIM,splunkd,eventtypes.conf
SplunkAdmins,splunkd,savedsearches.conf
SA-Resilient,splunkd,savedsearches.conf
IguanaWebAnalytics,splunkd,savedsearches.conf
TA-Splunk_Authentication,splunkd,eventtypes.conf
search_activity,splunkd,macros.conf
routr,splunkd,savedsearches.conf
nmon,splunkd,savedsearches.conf
metricator-for-nmon,splunkd,savedsearches.conf
config_analytics,splunkd,savedsearches.conf
workato_addon_for_splunk,splunkd,savedsearches.conf
symantec_email_app,splunkd,savedsearches.conf
splunk_health_overview,splunkd,savedsearches.conf
splunk_app_db_connect,splunkd,savedsearches.conf
splunk_app_aws,splunkd,savedsearches.conf
SplunkAdmins,splunkd_access,savedsearches.conf
SplunkAdmins,splunkd_crash_log,savedsearches.conf
SplunkAdmins,splunkd_remote_searches,savedsearches.conf
DA-ESS-ContentUpdate,splunkd_ui_access,savedsearches.conf
TA-Splunk_Authentication,splunkd_ui_access,eventtypes.conf
config_analytics,splunkd_ui_access,savedsearches.conf
alert_schedule,splunkd_ui_access,savedsearches.conf
Splunk_TA_sailpoint,splunktasailpoint:log,props.conf
PCI,spooler,props.conf
SpyCloud,spycloud_breach_catalog,inputs.conf
SpyCloud,spycloud_watchlist,inputs.conf
TA-httpry,squid,inputs.conf
phishing,squidaccess,inputs.conf
phishing,squidaccess|lookup,savedsearches.conf
Splunk_TA_nix,src_dns_as_src,props.conf
Splunk_TA_nix,src_ip_as_src,props.conf
sami,SrpV2Rules,savedsearches.conf
Splunk_TA_nix,ssh-disconnect,props.conf
Splunk_TA_nix,ssh-login-events,props.conf
Splunk_TA_nix,ssh-session-close,props.conf
Splunk_TA_nix,sshd_authentication_kerberos_success,props.conf
Splunk_TA_nix,sshd_authentication_refused,props.conf
Splunk_TA_nix,sshd_authentication_tried,props.conf
Splunk_TA_nix,sshd_login_restricted,props.conf
sshfs,sshfs,inputs.conf
Splunk_SA_CIM,stash,eventtypes.conf
Splunk_DA-ESS_PCICompliance,stash,savedsearches.conf
SA-ThreatIntelligence,stash,props.conf
SA-EndpointProtection,stash,savedsearches.conf
SA-AuditAndDataProtection,stash,savedsearches.conf
Splunk_TA_nix,stash,eventtypes.conf
TA-ftp,stash,eventtypes.conf
Splunk_SA_CIM,stash_common_action_model,inputs.conf
TA-crowdstrike,stash_common_action_model,inputs.conf
TA-Illumio,stash_common_action_model,inputs.conf
TA-Demisto,stash_common_action_model,inputs.conf
TA-forescout_response,stash_common_action_model,inputs.conf
splunk_app_osquery,stash_osquery,inputs.conf
network_tools,stash_output,inputs.conf
Splunk_TA_ueba,stash_uba,inputs.conf
website_input,stash_web_input,inputs.conf
PeopleSoft,status,inputs.conf
TA-StatusCake,statuscake:alertslist,inputs.conf
TA-StatusCake,statuscake:contactgroups,inputs.conf
TA-StatusCake,statuscake:maintenance,inputs.conf
TA-StatusCake,statuscake:pagespeed,inputs.conf
TA-StatusCake,statuscake:ssl,inputs.conf
TA-StatusCake,statuscake:testalerting,inputs.conf
TA-StatusCake,statuscake:testinglocation,inputs.conf
TA-StatusCake,statuscake:tests,inputs.conf
TA-stealthwatch_dataexporter,stealthwatch:fc:flow,eventtypes.conf
stockquotes,stockquote_entry,inputs.conf
TA-stoq,stoq,inputs.conf
TA-stoq,stoq:clamav,inputs.conf
TA-stoq,stoq:exif,inputs.conf
TA-stoq,stoq:peinfo,inputs.conf
TA-stoq,stoq:signatures:yara,inputs.conf
TA-stoq,stoq:smtp,inputs.conf
TA-stoq,stoq:totalhash,inputs.conf
TA-stoq,stoq:trid,inputs.conf
TA-stoq,stoq:vtmis,inputs.conf
TA-stoq,stoq:yara,inputs.conf
extreme_networks_basic,stpd,transforms.conf
extreme_networks_basic,stpd_s,transforms.conf
splunk_app_stream,stream:*,eventtypes.conf
splunk_app_stream,stream:amqp,eventtypes.conf
splunk_app_stream,stream:dhcp,eventtypes.conf
splunk_app_stream,stream:dns,props.conf
DA-ESS-ContentUpdate,stream:http,savedsearches.conf
splunk_app_stream,stream:http,props.conf
splunk_app_stream,stream:installer,inputs.conf
splunk_app_stream,stream:log,macros.conf
GigamonMetadataForSplunk,stream:netflow,eventtypes.conf
splunk_app_stream,stream:smtp,props.conf
splunk_app_stream,stream:stats,macros.conf
splunk_app_stream,stream:tcp,props.conf
splunk_app_stream,stream:tns,eventtypes.conf
splunk_app_stream,stream:xmpp,eventtypes.conf
GigamonMetadataForSplunk,streamfwd*,eventtypes.conf
Splunk_TA_nix,su_authentication,props.conf
Splunk_TA_nix,su_simple,props.conf
Splunk_TA_nix,su_successful,props.conf
Splunk_TA_nix,sudo_cannot_identify,props.conf
TA-Suricata,suricata,inputs.conf
securityonion_addon,suricata_stats,inputs.conf
securityonion,suricata_stats,inputs.conf
F5AccessApp,swg_log,transforms.conf
SplunkforF5Access,swg_log,transforms.conf
F5AccessApp,swg_log|,savedsearches.conf
SplunkforF5Access,swg_log|,savedsearches.conf
F5AccessApp,swg_sourcetyper,props.conf
SplunkforF5Access,swg_sourcetyper,props.conf
extreme_networks_basic,switch,transforms.conf
TA-symantec_email,symantec:email:cloud:antimalware,transforms.conf
TA-symantec_email,symantec:email:cloud:antispam,transforms.conf
symantec_email_app,symantec:email:cloud:antispam,savedsearches.conf
symantec_email_app,symantec:email:cloud:applog:campaign_processing,props.conf
TA-symantec_email,symantec:email:cloud:atp,inputs.conf
TA-symantec_email,symantec:email:cloud:config,inputs.conf
symantec_email_app,symantec:email:cloud:config,savedsearches.conf
TA-symantec_email,symantec:email:cloud:coreservices,inputs.conf
TA-symantec_email,symantec:email:cloud:dataprotection,transforms.conf
TA-symantec_email,symantec:email:cloud:imagecontrol,transforms.conf
TA-symantec_email,symantec:email:cloud:impersonationcontrol,transforms.conf
TA-symantec_email,symantec:email:cloud:phishing,inputs.conf
TA-symantec_email,symantec:email:cloud:phishing:meta,inputs.conf
TA-symantec_email,symantec:email:cloud:servicesummary,transforms.conf
TA-symantec_email,symantec:email:cloud:sync,inputs.conf
symantec_email_app,symantec:email:cloud:sync,savedsearches.conf
TA-symantec_email,symantec:email:cloud:talog:atp,props.conf
TA-symantec_email,symantec:email:cloud:talog:config,props.conf
TA-symantec_email,symantec:email:cloud:talog:coreservices,props.conf
TA-symantec_email,symantec:email:cloud:talog:phishing,props.conf
TA-symantec_email,symantec:email:cloud:talog:phishing:meta,props.conf
TA-symantec_email,symantec:email:cloud:talog:setup,props.conf
TA-symantec_email,symantec:email:cloud:talog:sync,props.conf
splunk-app-synthetic,synthetic,inputs.conf
Splunk_TA_nix,syslo*,eventtypes.conf
PCI,syslog,props.conf
F5AccessApp,syslog,inputs.conf
A10-DC_Firewall,syslog,inputs.conf
TA-arpwatch,syslog,inputs.conf
TA-SFDC,syslog,inputs.conf
TA-EdgeRouter_X,syslog,eventtypes.conf
SplunkforZenpriseMSI,syslog,savedsearches.conf
SplunkforF5Access,syslog,inputs.conf
Splunk_TA_nix,syslog,props.conf
oracleaudit,syslog,inputs.conf
junipernetworks,syslog,inputs.conf
homemonitor,syslog,inputs.conf
freenas_splunk-master,syslog,inputs.conf
deviceinformation,syslog,inputs.conf
datakeep_si,syslog,savedsearches.conf
barracuda_splunk,syslog,inputs.conf
splunk_app_for_nix,syslog,macros.conf
splunk-heroku-app,syslog,inputs.conf
cylance_protect,syslog_app_control,transforms.conf
cylance_protect,syslog_audit_log,transforms.conf
cylance_protect,syslog_device,transforms.conf
cylance_protect,syslog_device_control,transforms.conf
cylance_protect,syslog_exploit,transforms.conf
cylance_protect,syslog_protect,inputs.conf
cylance_protect,syslog_script_control,transforms.conf
cylance_protect,syslog_threat,transforms.conf
cylance_protect,syslog_threat_classification,transforms.conf
Splunk_TA_nix,syslog-extractions,props.conf
PCI,syslog*,eventtypes.conf
barracuda_splunk,system,transforms.conf
SafeNetAT,system-st,transforms.conf
Splunk_TA_cisco-ucs,ta_app_conf,props.conf
Splunk_TA_cisco-ucs,ta_cisco_ucs,props.conf
Splunk_TA_cisco-ucs,ta_cisco_ucs_controller.log,props.conf
Splunk_TA_snow,ta_snow,props.conf
Splunk_TA_snow,ta_snow_setup,props.conf
Splunk_TA_snow,ta_snow_ticket,props.conf
Splunk_TA_snow,ta_snow_util,props.conf
Splunk_TA_cisco-ucs,ta_util,props.conf
Splunk_TA_cisco-ucs,ta_util_conf,props.conf
Splunk_TA_cisco-ucs,ta_util_rest,props.conf
Splunk_TA_cisco-ucs,ta_util_state_store,props.conf
Splunk_TA_vmware,ta_vmware_hierarchy_agent,inputs.conf
TA-avi-vantage,ta:avi:vantage:log,props.conf
TA-awake-security-splunk-AR-add-on,ta:awake:security:splunk:add:on:log,props.conf
TA-canary,ta:canary:log,props.conf
TA-Cb_Defense,ta:cbdefense:log,props.conf
TA-checkpoint_response,ta:checkpointresponse:log,props.conf
countercept-omni-edr,ta:countercept:omni:alert,macros.conf
TA-countercept-omni-edr,ta:countercept:omni:edr,inputs.conf
countercept-omni-edr,ta:countercept:omni:edr,macros.conf
TA-countercept-omni-edr,ta:countercept:omni:edr:log,props.conf
countercept-omni-edr,ta:countercept:omni:edr:log,macros.conf
countercept-omni-edr,ta:countercept:omni:edr:test,macros.conf
TA-crowdstrike_falcon_intel,ta:crowdstrikefalconintel:log,props.conf
TA-ct-log,ta:ct:log,props.conf
TA-Datiphy-Policy-Violation-Response,ta:datiphy:policy:violation:response:log,props.conf
TA-DellEMC_VMAX,ta:dellemcvmax:log,props.conf
TA-dmarc,ta:dmarc:log,props.conf
TA-fancyalerts,ta:fancyalerts:log,props.conf
TA-Github,ta:github:log,props.conf
TA-hangsout-chat-webhook,ta:hangsout:chat:webhook:log,props.conf
TA-Logichub,ta:logichub:log,props.conf
TA-MS-AAD,ta:ms:aad:log,props.conf
TA-ms-loganalytics,ta:ms:loganalytics:log,props.conf
Splunk_TA_nessus,ta:nessus:log,props.conf
TA-ObserveIT,ta:observeit:log,props.conf
TA-octopus_deploy,ta:octopusdeploy:log,props.conf
TA-Okta_Identity_Cloud_for_Splunk,ta:oktaidentitycloudforsplunk:log,props.conf
TA-OMS_Inputs,ta:oms:inputs:log,props.conf
TA-openweathermap,ta:openweathermap:log,props.conf
TA-opswat-hash-api,ta:opswat:log,props.conf
TA-opswat_ai,ta:opswatai:log,props.conf
TA-perception-point-siem-integration,ta:perception:point:siem:log,props.conf
TA-phantom-audit,ta:phantom:audit:log,props.conf
TA-power-bi-log-integrator,ta:power:bi:log:integrator:log,props.conf
TA-kitco-quotes,ta:precious:metals:log,props.conf
Splunk_TA_remedy,ta:remedy:alert,props.conf
Splunk_TA_remedy,ta:remedy:incident,props.conf
Splunk_TA_remedy,ta:remedy:modalert,props.conf
Splunk_TA_remedy,ta:remedy:ticket,props.conf
TA-rubrik-splunk-add-on,ta:rubrik:log,props.conf
TA-shodan-arf,ta:shodan:arf:log,props.conf
TA-smseagle-sms-alerting,ta:smseagle:sms:alerting:log,props.conf
Splunk_TA_Dynatrace,ta:splunk:add:on:for:dynatrace:log,props.conf
TA-splunk-addon-for-redis-server,ta:splunk:addon:for:redis:server:log,props.conf
TA-search_splunk,ta:splunk:search:ar:log,props.conf
TA-StatusCake,ta:statuscake:log,props.conf
TA-tcell_splunk_app,ta:tcellsplunkapp:log,props.conf
TA-tenable,ta:tenable:log,props.conf
TA-weavingthings,ta:weavingthings:log,props.conf
TA-yahoo-weather-api-modular-input,ta:yahoo:weather:api:modular:input:log,props.conf
TA-zenoss,ta:zenoss:log,props.conf
extreme_networks_basic,tacacs,transforms.conf
tado,tado:devices,inputs.conf
tado,tado:homes,inputs.conf
tado,tado:users,inputs.conf
tado,tado:weather,inputs.conf
tado,tado:zone,inputs.conf
TA_netapp-sg,tanetapp:sg:log,props.conf
TA-tcell_splunk_app,tcell_events,inputs.conf
TDCmon,tdcusage,inputs.conf
telnetstatus_command,telnetlog,inputs.conf
extreme_networks_basic,temperature,transforms.conf
TenableAppforSplunk,tenable:io:vuln,savedsearches.conf
TA-tenable,tenable:io:vuln,inputs.conf
TenableAppforSplunk,tenable:sc:assets,savedsearches.conf
Splunk_TA_nessus,tenable:sc:log,props.conf
TenableAppforSplunk,tenable:sc:plugin,savedsearches.conf
Splunk_TA_nessus,tenable:sc:vuln,eventtypes.conf
campus_compliance,tenable:sc:vuln,eventtypes.conf
TA-tenable,tenable:sc:vuln,inputs.conf
TA-tenable,tenable:sc:vuln_summary:ar,eventtypes.conf
Splunk_TA_nessus,tenable:ucc:lib:log,props.conf
Splunk_TA_nessus,tenable:util:log,props.conf
tf2,tf2server,macros.conf
TA-themediatrust,themediatrust:download,inputs.conf
TA-themediatrust,themediatrust:report,inputs.conf
TA-themediatrust,themediatrust:testdata,inputs.conf
TA-nmon,thissaves storage at the price of lower performances,props.conf
TA-thor-v2,thor,inputs.conf
sentinelone_TA,threat,inputs.conf
cylance_protect,threat,inputs.conf
cylance_protect,threat_indicator,inputs.conf
DA-ESS-ThreatIntelligence,threatintel:*,eventtypes.conf
SA-ThreatIntelligence,threatintel:download,props.conf
DA-ESS-ThreatIntelligence,threatintel:download,savedsearches.conf
DA-ESS-ThreatIntelligence,threatintel:file_upload_rest_handler,props.conf
DA-ESS-ThreatIntelligence,threatintel:manager,props.conf
DA-ESS-ThreatIntelligence,threatintel:rest_handler,props.conf
Splunk_TA_nix,time,inputs.conf
splunk_app_for_nix,time,macros.conf
TA-tippingpoint,tippingpoint,inputs.conf
homemonitor,tomato,transforms.conf
Splunk_TA_nix,top,inputs.conf
maprops,top,inputs.conf
splunk_app_for_nix,top,macros.conf
TopTweets,toptweets,inputs.conf
TopTweets,toptweets|dedup,savedsearches.conf
traceroute_command,traceroute_addresses,inputs.conf
network_tools,traceroute_lookup_command,props.conf
network_tools,traceroute_search_command,props.conf
BluVector_Reports,trans_bvcontent,props.conf
BluVector_Reports,trans_bvevents,props.conf
BluVector_Reports,trans_bvhealth,props.conf
BluVector_Reports,trans_bvperf,props.conf
BluVector_Reports,trans_bvstatus,props.conf
